Gueltig ab / valid from 19.05.2025;;;;;;
BIC;Name;SERVICE SCT;SERVICE COR;SERVICE COR1;SERVICE B2B;SERVICE SCC
FTSBGB2L;ABN AMRO BANK NV UK BRANCH;1;1;0;1;0
FTSBROBU;FORTIS BANK SA/NV SUCURSALA BUCURESTI;1;1;0;1;0
FTSBSESS;FORTIS BANK SA NV STOCKHOLM BRANCH;1;1;0;1;0
FUBKDE71;FUERST FUGGER PRIVATBANK AKTIENGESELLSCHAFT;1;1;0;1;1
FUCEDE77;FUERSTLICH CASTELL'SCHE BANK CREDIT-CASSE AG;1;1;0;1;1
FVLBBE22;VAN LANSCHOT BANKIERS BELGIE;1;0;0;0;0
FVLBCHZZ;F. VAN LANSCHOT BANKIERS (SCHWEIZ) AG;1;0;0;0;0
FVLBNL22;F. VAN LANSCHOT BANKIERS N.V.;1;1;0;1;0
FXBBBEBB;FX4BIZ;1;1;0;1;0
FXBBDEM2;IbanFirst SA, Zweigniederlassung Muenchen;1;1;0;0;0
FXBBFRPP;IBANFIRST SA PARIS BRANCH;1;1;0;1;0
FXBBNL22;IbanFirst SA, Rotterdam branch;1;1;0;0;0
GABLDE71;GABLER-SALITER BANKGESCHAEFT AG;1;1;0;1;1
GAEOITM1;BANCA GALILEO SPA;0;1;0;0;0
GAILFRP1;EZYNESS;1;1;0;0;0
GAKDDEM1;ST. GALLER KANTONALBANK DEUTSCHLAND AG;1;1;0;1;0
GBGCPLPK;VeloBank S.A.;1;0;0;0;0
GBWCPLPP;SGB-BANK;1;0;0;0;0
GDCIIE21;Greystones & District Credit Union;1;0;0;0;0
GDCNIE21;GLANMIRE AND DISTRICT CREDIT UNION;1;1;0;0;0
GDCUIE21;GREENHILLS AND DISTRICT CREDIT UNION LIMITED;1;1;0;0;0
GEBAATWW;FORTIS BANK SA NV BRANCH AUSTRIA;1;1;0;1;0
GEBABEBB;BNP PARIBAS FORTIS SA;1;1;0;1;0
GEBACZPP;FORTIS BANK SA NV BRANCH CZECH REPUBLIC;1;1;0;1;0
GEBADE33;FORTIS BANK DEUTSCHLAND;1;1;0;1;0
GEEIGB22;GEMBA FINANCE LTD;1;0;0;0;0
GEINATW1;Oberbank AG;1;0;0;0;0
GENOCHZZ;DZ PRIVATBANK (SCHWEIZ) AG;1;0;0;0;0
GENOCZ21;VOLKSBANK RAIFFEISENBANK NORDOBERPFALZ;1;1;0;0;0
GENODEDD;DZ BANK AG DUESSELDORF;1;1;0;1;1
GENODED1AAC;AACHENER BANK EG;1;1;0;1;1
GENODED1AAS;VOLKSBANK AACHEN SUED EG;1;1;0;1;1
GENODED1AEG;SPAR- UND DARLEHNSKASSE AEGIDIENBERG EG;1;1;0;1;1
GENODED1AEZ;VOLKSBANK IM WESERTAL EG;1;1;0;1;1
GENODED1AHO;SPAR-UND DARLEHNSKASSE HOENGEN EG;1;1;0;1;1
GENODED1ALD;RAIFFEISENBANK EG;1;1;0;1;1
GENODED1ASN;RAIFFEISENBANK NEUSTADT EG;1;1;0;1;1
GENODED1BBE;BANK IM BISTUM ESSEN EG;1;1;0;1;1
GENODED1BGL;BENSBERGER BANK EG;1;1;0;1;1
GENODED1BIT;VOLKSBANK TRIER EIFEL EG;1;1;0;1;1
GENODED1BNA;VR BANK RHEINAHREIFEL EG;1;1;0;1;1
GENODED1BPU;RAIFFEISENBANK ZELLER LAND EG;1;1;0;1;1
GENODED1BRH;VOLKSBANK RHEIN-ERFT-KOELN EG;1;1;0;1;1
GENODED1BRL;BRUHLER BANK EG;1;1;0;1;1
GENODED1BRS;VOLKSBANK KOELN BONN EG;1;1;0;1;1
GENODED1CGN;KOELNER BANK;1;1;0;1;1
GENODED1CVW;VOLKSBANK IM BERGISCHEN LAND EG;1;1;0;1;1
GENODED1DHK;VOLKSBANK DUENNWALD-HOLWEIDE EG;1;1;0;1;1
GENODED1DKD;BANK FUER KIRCHE UND DIAKONIE EG-KD-BANK;1;1;0;1;1
GENODED1DLK;VOLKSBANK DINSLAKEN EG;1;1;0;1;1
GENODED1DNE;VOLKSBANK DUESSELDORF NEUSS EG;1;1;0;1;1
GENODED1DUE;VOLKSBANK DUEREN EG;1;1;0;1;1
GENODED1EGY;RAIFFEISENBANK GYMNICH EG;1;1;0;1;1
GENODED1EHE;VOLKSBANK ERKELENZ EG;1;1;0;1;1
GENODED1EMR;VOLKSBANK EMMERICH-REES EG;1;1;0;1;1
GENODED1ERE;VOLKSBANK ERFT EG;1;1;0;1;1
GENODED1ERF;RAIFFEISENBANK ERFTSTADT EG;1;1;0;1;1
GENODED1EVB;VOLKSBANK EUSKIRCHEN EG;1;1;0;1;1
GENODED1FHH;VOLKSBANK RHEIN-ERFT-KOELN EG;1;1;0;1;1
GENODED1FIN;RAIFFEISENBANK 'NAHE' EG;1;1;0;1;1
GENODED1FKH;RAIFFEISENBANK FISCHENICH-KENDENICH EG;1;1;0;1;1
GENODED1GBM;GLADBACHER BANK AG VON 1922;1;1;0;1;1
GENODED1GBS;VOLKSBANK GEBHARDSHAIN EG;1;1;0;1;1
GENODED1GDL;VOLKSBANK AN DER NIERS EG;1;1;0;1;1
GENODED1GKK;VOLKSBANK GEMUEND-KALL EG;1;1;0;1;1
GENODED1GLK;RAIFFEISENBANK EG;1;1;0;1;1
GENODED1GRB;RAIFFEISENBANK GREVENBROICH;1;1;0;1;1
GENODED1GRO;RAIFFEISENBANK GRAFSCHAFT-WACHTBERG EG;1;1;0;1;1
GENODED1HAW;VOLKSBANK HAAREN EG;1;1;0;1;1
GENODED1HBO;VR-BANK BONN EG;1;1;0;1;1
GENODED1HCK;VR-BANK RUR-WURM EG;1;1;0;1;1
GENODED1HMB;VOLKSBANK HEIMBACH EG;1;1;0;1;1
GENODED1HNB;HEINSBERGER VOLKSBANK;1;1;0;1;1
GENODED1HRB;VOLKSBANK HEINSBERG EG;1;1;0;1;1
GENODED1HTK;VOLKSBANK KREFELD EG;1;1;0;1;1
GENODED1HWM;VOLKSBANK HOCHWALD-SAARBURG EG;1;1;0;1;1
GENODED1IMM;VR-BANK RUR-WURM EG;1;1;0;1;1
GENODED1IRR;RAIFFEISENBANK IRREL EG;1;1;0;1;1
GENODED1JUK;RAIFFEISENBANK JUNKERSDORF EG;1;1;0;1;1
GENODED1KAA;RAIFFEISENBANK KAARST EG;1;1;0;1;1
GENODED1KAI;RAIFFEISENBANK MEHR EG;1;1;0;1;1
GENODED1KBN;VOLKSBANK BRUEGGEN-NETTETAL EG, ZNDL DER VOLKSBANKKREFELD EG;1;1;0;1;1
GENODED1KDB;BANK FUER KIRCHE UND DIAKONIE EG-KD-BANK GF SONDER-BLZ;1;1;0;1;1
GENODED1KDD;BANK FUER KIRCHE UND DIAKONIE EG-KD-BANK GF SONDER-BLZ;1;1;0;1;1
GENODED1KDM;BANK FUER KIRCHE UND DIAKONIE EG-KD-BANK GF SONDER-BLZ;1;1;0;1;1
GENODED1KEH;RAIFFEISENBANK KEHRIG EG;1;1;0;1;1
GENODED1KHK;VEREINIGTE VOLKSBANK RAIFFEISENBANK EG;1;1;0;1;1
GENODED1KHO;RAIFFEISENBANK VON 1895 EG;1;1;0;1;1
GENODED1KLL;VOLKSBANK KLEVERLAND EG;1;1;0;1;1
GENODED1KMP;VOLKSBANK KEMPEN-GREFRATH EG;1;1;0;1;1
GENODED1KNL;VOLKSBANK KOELN-NORD EG;1;1;0;1;1
GENODED1KSL;RAIFFEISENBANK KASTELLAUN EG;1;1;0;1;1
GENODED1LOE;RAIFFEISENBANK ERKELENZ EG;1;1;0;1;1
GENODED1LUH;RAIFFEISENBANK EIFELTOR EG;1;1;0;1;1
GENODED1MBA;VR-BANK HUNSRUECK-MOSEL EG;1;1;0;1;1
GENODED1MBU;VOLKSBANK MEERBUSCH;1;1;0;1;1
GENODED1MKA;VOLKSBANK MUELHEIM-KAERLICH EG;1;1;0;1;1
GENODED1MLW;RAIFFEISENBANK MEHRING-LEIWEN EG;1;1;0;1;1
GENODED1MNH;RAIFFEISENBANK RHEIN-BERG EG;1;1;0;1;1
GENODED1MOK;RAIFFEISENBANK MOSELKRAMPEN EG;1;1;0;1;1
GENODED1MPO;VR BANK RHEIN-MOSEL EG;1;1;0;1;1
GENODED1MRB;VOLKSBANK MOENCHENGLADBACH EG;1;1;0;1;1
GENODED1MRW;RAIFFEISENBANK MITTELRHEIN EG;1;1;0;1;1
GENODED1MUC;RAIFFEISENBANK MUCH-RUPPICHTEROTH EG;1;1;0;1;1
GENODED1NFB;RAIFFEISENBANK EG;1;1;0;1;1
GENODED1NKR;VOLKSBANK SCHWALMTAL EG;1;1;0;1;1
GENODED1NLD;VR-BANK EG;1;1;0;1;1
GENODED1NRH;VOLKSBANK NIEDERRHEIN EG;1;1;0;1;1
GENODED1NSS;VOLKSBANK DUESSELDORF NEUSS;1;1;0;1;1
GENODED1NWD;VR BANK RHEIN-MOSEL EG;1;1;0;1;1
GENODED1OSE;RAIFFEISENBANK OESTLICHE SUEDEIFEL EG;1;1;0;1;1
GENODED1PAF;VR BANK EG BERGISCH GLADBACH-LEVERKUSEN;1;1;0;1;1
GENODED1PAX;PAX-BANK EG;1;1;0;1;1
GENODED1PA1;PAX-BANK EG;1;1;0;1;1
GENODED1PA2;PAX-BANK EG;1;1;0;1;1
GENODED1PA3;PAX-BANK EG;1;1;0;1;1
GENODED1PA4;PAX-BANK EG;1;1;0;1;1
GENODED1PA5;PAX-BANK EG;1;1;0;1;1
GENODED1PA6;PAX-BANK EG;1;1;0;1;1
GENODED1PA7;PAX-BANK EG, GF MHD;1;1;0;1;1
GENODED1PRU;VOLKSBANK EIFEL MITTE EG;1;1;0;1;1
GENODED1RBC;RAIFFEISENBANK VOREIFEL EG;1;1;0;1;1
GENODED1RBO;VOLKSBANK RHEINBOELLEN EG;1;1;0;1;1
GENODED1RKI;RITTERSCHAFTLICHES KREDITINSTITUT;1;1;0;0;1
GENODED1RKO;VOLKSBANK BERG EG;1;1;0;1;1
GENODED1RLW;VOLKSBANK RHEIN-LIPPE EG;1;1;0;1;1
GENODED1RSC;RAIFFEISEN-BANK ESCHWEILER EG;1;1;0;1;1
GENODED1RST;VR-BANK BONN RHEIN-SIEG EG;1;1;0;1;1
GENODED1SAM;RAIFFEISENBANK SANKT AUGUSTIN EG;1;1;0;1;1
GENODED1SEG;RAIFFEISENBANK EG HEINSBERG;1;1;0;1;1
GENODED1SLE;VR-BANK NORDEIFEL EG;1;1;0;1;1
GENODED1SMR;RAIFFEISENBANK EG;1;1;0;1;1
GENODED1SPE;SPARDA-BANK WEST EG;1;1;0;0;1
GENODED1SPK;SPARDA-BANK WEST EG;1;1;0;0;1
GENODED1SPW;SPARDA-BANK WEST EG;1;1;0;0;1
GENODED1SRB;VOLKSBANK SAARBURG EG;1;1;0;1;1
GENODED1SRH;RAIFFEISENBANK STRASSENHAUS EG;1;1;0;1;1
GENODED1STB;STEYLER BANK;1;1;0;1;1
GENODED1TVB;VOLKSBANK TRIER EG;1;1;0;1;1
GENODED1UMO;RAIFFEISENBANK UNTERMOSEL EG;1;1;0;1;1
GENODED1VRR;VOLKSBANK RHEIN-RUHR EG;1;1;0;1;1
GENODED1VSN;VOLKSBANK VIERSEN EG;1;1;0;1;1
GENODED1WIL;VOLKSBANK OBERBERG EG;1;1;0;1;1
GENODED1WLG;RAIFFEISENBANK WELLING EG;1;1;0;1;1
GENODED1WND;ROSBACHER RAIFFEISENBANK EG;1;1;0;1;1
GENODED1WPF;VOLKSBANK WIPPERFUERTH-LINDLAR EG;1;1;0;1;1
GENODED1WSC;RAIFFEISENBANK WESTEIFEL EG;1;1;0;1;1
GENODED1WSL;RAIFFEISENBANK WESSELING EG;1;1;0;1;1
GENODED1WTL;VEREINIGTE VOLKSBANK RAIFFEISENBANK EG (OLD);1;1;0;1;1
GENODED1WUR;VR-BANK EG;1;1;0;1;1
GENODED1WVI;VOLKSBANK WACHTBERG EG;1;1;0;1;1
GENODEFF;DZ BANK AG DEUTSCHE ZENTRAL GENOSSENSCHAFTSBANK;1;1;0;1;1
GENODEF1ABS;RAIFFEISENBANK KREIS KELHEIM EG;1;1;0;1;1
GENODEF1AB1;RAIFFEISEN-VOLKSBANK ASCHAFFENBURG EG;1;1;0;1;1
GENODEF1AB2;RAIFFEISEN-VOLKSBANK ASCHAFFENBURG EG;1;1;0;1;1
GENODEF1ADE;VOLKSBANK EG ADELEBSEN;1;1;0;1;1
GENODEF1ADZ;RAIFFEISENBANK ADELZHAUSEN EG;1;1;0;1;1
GENODEF1AGE;RAIFFEISENBANK ANGER EG;1;1;0;1;1
GENODEF1AIB;RAIFFEISENBANK MANGFALLTAL EG;1;1;0;1;1
GENODEF1AIG;RAIFFEISENBANK AIGLSBACH EG;1;1;0;1;1
GENODEF1AIL;RAIFFEISENBANK AINDLING EG;1;1;0;1;1
GENODEF1AIT;RAIFFEISENBANK AITRANG-RUDERATSHOFEN;1;1;0;1;1
GENODEF1ALK;RAIFFEISENBANK OBERMAIN NORD EG;1;1;0;1;1
GENODEF1ALX;ALXING-BRUCKER GENOSSENSCHAFTSBANK;1;1;0;1;1
GENODEF1ALZ;VR-BANK EG;1;1;0;1;1
GENODEF1AMV;VR BANK AMBERG-SULZBACH EG;1;1;0;1;1
GENODEF1ANK;VOLKSBANK VORPOMMERN EG;1;1;0;1;1
GENODEF1ANS;VR-BANK MITTELFRANKEN MITTE EG;1;1;0;1;1
GENODEF1AOE;MEINE VOLKSBANK RAIFFEISENBANK EG;1;1;0;1;1
GENODEF1APE;VOLKSBANK GEEST EG;1;1;0;1;1
GENODEF1ARF;RAIFFEISENBANK ARNSTORF EG;1;1;0;1;1
GENODEF1ARH;RAIFFEISENBANK ARESING-HOERZHAUSEN EG;1;1;0;1;1
GENODEF1ASG;RAIFFEISEN-VOLKSBANK EBERSBERG EG;1;1;0;1;1
GENODEF1AST;VOLKSBANK EG AHLERSTEDT;1;1;0;1;1
GENODEF1ASU;RAIFFEISENBANK ASCHAU-SAMERBERG EG;1;1;0;1;1
GENODEF1ATE;VR-BANK SCHWEINFURT EG;1;1;0;1;1
GENODEF1AUB;VR BANK AUGSBURG-OSTALLGAEU EG;1;1;0;1;1
GENODEF1AUO;RAIFFEISENBANK AUERBACH-FREIHUNG EG;1;1;0;1;1
GENODEF1AUS;RAIFFEISENBANK SONNENWALD EG;1;1;0;1;1
GENODEF1BAG;RAIFFEISEN-VOLKSBANK ASCHAFFENBURG EG;1;1;0;1;1
GENODEF1BAM;VOLKSBANK BAKUM EG;1;1;0;1;1
GENODEF1BAR;VOLKSBANK RAIFFEISENBANK EG;1;1;0;1;1
GENODEF1BA2;VR BANK BAMBERG-FORCHHEIM EG VOLKS-RAIFFEISENBANK;1;1;0;1;1
GENODEF1BBH;VOLKSBANK OBERGRAFSCHAFT EG;1;1;0;1;1
GENODEF1BBR;VR BANK IN HOLSTEIN EG;1;1;0;1;1
GENODEF1BBT;RAIFFEISENBANK MITTELSCHWABEN EG;1;1;0;1;1
GENODEF1BCH;RAIFFEISENBANK BUECHEN EG;1;1;0;1;1
GENODEF1BCK;VOLKSBANK IN SCHAUMBURG UND NIENBURG EG;1;1;0;1;1
GENODEF1BDS;VR BANK NORD EG;1;1;0;1;1
GENODEF1BEB;BANKVEREIN BEBRA EG;1;1;0;1;1
GENODEF1BEH;RAIFFEISENBANK BECHHOFEN EG;1;1;0;1;1
GENODEF1BEV;VOLKSBANK IM ELBE-WESER-DREIECK EG;1;1;0;1;1
GENODEF1BFS;BANK FUER SCHIFFAHRT;1;1;0;1;1
GENODEF1BGB;RAIFFEISENBANK BURGEBRACH-STEGAURACH EG;1;1;0;1;1
GENODEF1BGL;VOLKSBANK RAIFFEISENBANK OBERBAYERN SUEDOST EG;1;1;0;1;1
GENODEF1BGO;VR-BANK FICHTELGEBIRGE-FRANKENWALD EG;1;1;0;1;1
GENODEF1BHD;RAIFFEISENBANK BUETTHARD-GAUKOENIGSHOFEN EG;1;1;0;1;1
GENODEF1BHN;RAIFFEISENBANK BURGHAUN EG;1;1;0;1;1
GENODEF1BIN;RAIFFEISENBANK BIDINGEN EG;1;1;0;1;1
GENODEF1BIR;VR BANK FULDA EG;1;1;0;1;1
GENODEF1BKO;RAIFFEISENBANK BRUCHKOEBEL EG;1;1;0;1;1
GENODEF1BKW;RAIFFEISEN-VOLKSBANK ODER-SPREE EG;1;1;0;1;1
GENODEF1BLF;VR BANK MITTLERE OBERPFALZ;1;1;0;1;1
GENODEF1BLG;VOLKSBANK BRAUNLAGE EG;1;1;0;1;1
GENODEF1BLN;RAIFFEISENBANK BEILNGRIES EG;1;1;0;1;1
GENODEF1BLT;RAIFFEISENBANK SCHWABEN MITTE;1;1;0;1;1
GENODEF1BNT;VOLKSBANK DIEPHOLZ-BARNSTORF EG;1;1;0;1;1
GENODEF1BOA;VR BANK LEIPZIGER LAND EG;1;1;0;1;1
GENODEF1BOG;VOLKSBANK NORDHUEMMLING EG;1;1;0;1;1
GENODEF1BOH;VOLKSBANK BOERSSUM-HORNBURG EG;1;1;0;1;1
GENODEF1BOI;RAIFFEISENBANK BOBINGEN EG;1;1;0;1;1
GENODEF1BOR;RAIFFEISENBANK BORKEN NORDHESSEN EG;1;1;0;1;1
GENODEF1BPL;RAIFFEISENBANK PLANKSTETTEN AG;1;1;0;1;1
GENODEF1BRB;BRANDENBURGER BANK VOLKSBANK RAIFFEISEN BANK EG;1;1;0;1;1
GENODEF1BRG;VOLKSBANK JERICHOWER LAND EG;1;1;0;1;1
GENODEF1BRK;VR-BANK BAD KISSINGEN EG;1;1;0;1;1
GENODEF1BRN;RAIFFEISENBANK WESERMARSCH-SUED EG;1;1;0;1;1
GENODEF1BRV;VOLKSBANK GEESTE-NORD EG;1;1;0;1;1
GENODEF1BSB;BANK FUER SCHIFFAHRT EG;1;1;0;1;1
GENODEF1BSD;BANK FUER SCHIFFAHRT EG;1;1;0;1;1
GENODEF1BSI;RAIFFEISENBANK BISSINGEN EG;1;1;0;1;1
GENODEF1BSL;VOLKSBANK BOESEL EG;1;1;0;1;1
GENODEF1BST;VEREINIGTE RAIFFEISENBANK BURGSTAEDT EG;1;1;0;1;1
GENODEF1BTA;RAIFFEISENBANK EG;1;1;0;1;1
GENODEF1BTO;RAIFFEISENBANK OBERFERRIEDEN-BURGTHANN EG;1;1;0;1;1
GENODEF1BUK;RAIFFEISENBANK BRUCK EG;1;1;0;1;1
GENODEF1BUR;RAIFFEISENBANK LANGENSCHWARZ -ALT-;1;1;0;1;1
GENODEF1BUT;RAIFFEISENBANK BUTJADINGEN-ABBEHAUSEN EG;1;1;0;1;1
GENODEF1BVB;BVB VOLKSBANK NDL D FRANKFURTER VOLKSBANK;1;1;0;1;1
GENODEF1BWI;RAIFFEISENBANK UNTERES ZUSAMTAL EG;1;1;0;1;1
GENODEF1BZV;VOLKSBANK BAUTZEN EG;1;1;0;1;1
GENODEF1CHA;RAIFFEISENBANK CHAMER LAND EG;1;1;0;1;1
GENODEF1CH1;VOLKSBANK CHEMNITZ EG;1;1;0;1;1
GENODEF1CLP;VR-BANK IN SUEDOLDENBURG EG;1;1;0;1;1
GENODEF1CLZ;VOLKSBANK CLENZE-HITZACKER EG;1;1;0;1;1
GENODEF1COP;VOLKSBANK IM WESERTAL EG;1;1;0;1;1
GENODEF1COS;VR-BANK COBURG EG;1;1;0;1;1
GENODEF1DAB;VOLKSBANK BLECKEDE-DAHLENBURG EG;1;1;0;1;1
GENODEF1DAM;VOLKSBANK DAMMER BERGE EG;1;1;0;1;1
GENODEF1DBR;RAIFFEISENBANK BAD DOBERAN EG;1;1;0;1;1
GENODEF1DCA;VOLKSBANK RAIFFEISENBANK DACHAU EG;1;1;0;1;1
GENODEF1DEG;RAIFFEISENBANK EG DEGGENDORF-PLATTLING-SONNENWALD;1;1;0;1;1
GENODEF1DES;VOLKS- UND RAIFFEISENBANK LEINEBERGLAND;1;1;0;1;1
GENODEF1DGV;VR GENOBANK DONAUWALD;1;1;0;1;1
GENODEF1DIH;RAIFFEISENBANK DIETENHOFEN EG;1;1;0;1;1
GENODEF1DIK;VR BANK DINKLAGE-STEINFELD EG;1;1;0;1;1
GENODEF1DIM;RAIFFEISENBANK DIETERSHEIM UND UMGEBUNG EG;1;1;0;1;1
GENODEF1DKV;VR BANK IM SUEDLICHEN FRANKEN EG;1;1;0;1;1
GENODEF1DLG;RAIFFEISEN-VOLKSBANK DILLINGEN EG;1;1;0;1;1
GENODEF1DL1;VR-BANK MITTELSACHSEN EG;1;1;0;1;1
GENODEF1DM1;VOLKSBANK DEMMIN EG;1;1;0;1;1
GENODEF1DON;RAIFFEISEN-VOLKSBANK DONAUWOERTH EG;1;1;0;1;1
GENODEF1DRA;VR-BANK IN SUEDNIEDERSACHSEN EG;1;1;0;1;1
GENODEF1DRO;VOLKSBANK KEHDINGEN EG;1;1;0;1;1
GENODEF1DRS;VOLKSBANK DRESDEN-BAUTZEN;1;1;0;1;1
GENODEF1DSB;RAIFFEISENBANK UEHLFELD-DACHSBACH EG;1;1;0;1;1
GENODEF1DSS;VR-BANK LANDSBERG-AMMERSEE EG;1;1;0;1;1
GENODEF1DST;RAIFFEISENBANK OBERPFALZ SUED EG;1;1;0;1;1
GENODEF1DS1;VOLKSBANK DESSAU-ANHALT EG;1;1;0;1;1
GENODEF1DTA;RAIFFEISENBANK IM ALLGAUER LAND EG;1;1;0;1;1
GENODEF1DTZ;RAIFFEISENBANK TOELZER LAND EG;1;1;0;1;1
GENODEF1DUD;VR-BANK MITTE EG;1;1;0;1;1
GENODEF1DVR;DITHMARSCHER VOLKS- UND RAIFFEISENBANK EG;1;1;0;1;1
GENODEF1DZ1;VOLKSBANK DELITZSCH EG;1;1;0;1;1
GENODEF1EAU;RAIFFEISENBANK ELSAVATAL EG;1;1;0;1;1
GENODEF1EBR;RAIFFEISENBANK-VOLKSBANK EBERN EG;1;1;0;1;1
GENODEF1EBV;RAIFFEISENBANK BUCH-ECHING EG;1;1;0;1;1
GENODEF1EDE;OLDENBURGER VOLKSBANK EG;1;1;0;1;1
GENODEF1EDR;RAIFFEISENBANK ERDING EG;1;1;0;1;1
GENODEF1EDV;VR-BANK ERDING EG;1;1;0;1;1
GENODEF1EFD;RAIFFEISENBANK ESTENFELD-BERGTHEIM EG SITZ ESTENFELD;1;1;0;1;1
GENODEF1EFO;ECKERNFOERDER BANK EG VOLKSBANK RAIFFEISENBANK;1;1;0;1;1
GENODEF1EGB;RAIFFEISENBANK BAISWEIL-EGGENTHAL-FRIESENRIED;1;1;0;1;1
GENODEF1EGR;ROTTALER VOLKSBANK-RAIFFEISENBANK EG;1;1;0;1;1
GENODEF1EIL;VOLKS- UND RAIFFEISENBANK EISLEBEN EG;1;1;0;1;1
GENODEF1EIN;VOLKSBANK EINBECK EG;1;1;0;1;1
GENODEF1EK1;EVANGELISCHE BANK EG;1;1;0;1;1
GENODEF1ELB;RAIFFEISENBANK LECHRAIN EG;1;1;0;1;1
GENODEF1ELM;VR BANK IN HOLSTEIN EG;1;1;0;1;1
GENODEF1EMK;VOLKSBANK EMSTEK EG;1;1;0;1;1
GENODEF1ENA;RAIFFEISENBANK ESSENBACH EG;1;1;0;1;1
GENODEF1ENB;RAIFFEISENBANK EICHENBUEHL UND UMGEBUNG EG;1;1;0;1;1
GENODEF1ERG;RAIFFEISENBANK LANDSHUTER LAND EG;1;1;0;1;1
GENODEF1ERN;RAIFFEISENBANK FRAENKISCHES WEINLAND EG;1;1;0;1;1
GENODEF1ER1;VR-BANK ERLANGEN-HOECHSTADT-HERZOGENAURACH EG;1;1;0;1;1
GENODEF1ESA;VR BANK IHRE HEIMATBANK EG;1;1;0;1;1
GENODEF1ESE;VOLKSBANK ESENS EG;1;1;0;1;1
GENODEF1ESN;VOLKSBANK EISENBERG EG;1;1;0;1;1
GENODEF1ESO;VOLKSBANK EG EMSTEK ESSEN CAPPELN;1;1;0;1;1
GENODEF1ESW;VR-BANK MITTE EG;1;1;0;1;1
GENODEF1ETK;ETHIKBANK EG, ZWEIGNIEDERLASSUNG DER VOLKSBANK EISENBERG EG;1;1;0;1;1
GENODEF1EUB;VOLKSBANK UELZEN-SALZWEDEL EG;1;1;0;1;1
GENODEF1EUR;RAIFFEISENBANK BEUERBERG-EURASBURG EG;1;1;0;1;1
GENODEF1EUT;VOLKSBANK EUTIN RAIFFEISENBANK EG;1;1;0;1;1
GENODEF1FBK;FRANKENBERGER BANK, RAIFFEISENBANK EG;1;1;0;1;1
GENODEF1FCH;RAIFFEISENBANK FUCHSTAL-DENKLINGEN EG;1;1;0;1;1
GENODEF1FEC;RAIFFEISENBANK ALTDORF-FEUCHT EG;1;1;0;1;1
GENODEF1FEW;VR-BANK FEUCHTWANGEN-DINKELSBUEHL EG;1;1;0;1;1
GENODEF1FFB;VOLKSBANK RAIFFEISENBANK FUERSTENFELDBRUCK EG;1;1;0;1;1
GENODEF1FKS;RAIFFEISENBANK FALKENSTEIN-WOERTH EG;1;1;0;1;1
GENODEF1FLN;RAIFFEISENBANK IM FULDAER LAND EG;1;1;0;1;1
GENODEF1FLS;RAIFFEISENBANK FLOSS EG;1;1;0;1;1
GENODEF1FOH;VR BANK BAMBERG-FORCHHEIM EG VOLKS-RAIFFEISENBANK;1;1;0;1;1
GENODEF1FOR;VOLKSBANK-RAIFFEISENBANK FORST EG;1;1;0;1;1
GENODEF1FOY;VOLKSBANK EG;1;1;0;1;1
GENODEF1FRB;VOLKSBANK EG;1;1;0;1;1
GENODEF1FRD;RAIFFEISENBANK HIRSCHAU EG;1;1;0;1;1
GENODEF1FSR;FREISINGER BANK EG VOLKSBANK-RAIFFEISENBANK;1;1;0;1;1
GENODEF1FUE;RAIFFEISEN-VOLKSBANK FUERTH EG;1;1;0;1;1
GENODEF1FWA;VR BANK LAUSITZ EG;1;1;0;1;1
GENODEF1FWH;RAIFFEISENBANK FRANKENWINHEIM UND UMGEBUNG EG;1;1;0;1;1
GENODEF1FW1;VOLKS- U. RAIFFEISENBANK FUERSTENWALDE SEELOW WR;1;1;0;1;1
GENODEF1FYS;RAIFFEISEN - MEINE BANK EG;1;1;0;1;1
GENODEF1GAA;RAIFFEISENBANK MUENCHEN-SUED EG-GAA;0;1;0;1;1
GENODEF1GAH;RAIFFEISENBANK IM DONAUTAL EG;1;1;0;1;1
GENODEF1GAP;VR-BANK WERDENFELS EG;1;1;0;1;1
GENODEF1GA1;VOLKSBANK EG GARDELEGEN;1;1;0;1;1
GENODEF1GBF;VEREINIGTE RAIFFEISENBANKEN GRAEFENBERG-FORCHHEIM-ESCHENAU-HEROLDSBERG-GRAEFENBERG;1;1;0;1;1
GENODEF1GBH;VOLKSBANK BOOKHOLZBERG-LEMWERDER EG;1;1;0;1;1
GENODEF1GC1;VOLKSBANK-RAIFFEISENBANK GLAUCHAU EG;1;1;0;1;1
GENODEF1GDB;RAIFFEISEN-VOLKSBANK EG GADEBUSCH;1;1;0;1;1
GENODEF1GDG;RAIFFEISENBANK ALTMUEHL-JURA EG;1;1;0;1;1
GENODEF1GEM;RAIFFEISENBANK MAIN-SPESSART EG;1;1;0;1;1
GENODEF1GFS;RAIFFEISENBANK GEFREES EG;1;1;0;1;1
GENODEF1GIL;RAIFFEISENBANK GILCHING EG;1;1;0;1;1
GENODEF1GKT;RAIFFEISENBANK TATTENHAUSEN-GROSSKAROLINENFEL;1;1;0;1;1
GENODEF1GLU;RAIFFEISENBANK IM FULDAER LAND EG;1;1;0;1;1
GENODEF1GMD;SPAR- UND KREDIT-BANK EG;1;1;0;1;1
GENODEF1GMR;RAIFFEISENBANK GRIMMA EG;1;1;0;1;1
GENODEF1GMU;RAIFFEISENBANK GMUND AM TEGERNSEE EG;1;1;0;1;1
